"Gene_Name","Gene_ID","Protein_ID","mRNA_ID","Start","End","Exon_Intron","Orientation","UTR_CDS","Length"
"DDR1","780","NP_054700.2","NM_013994.2","30862449","30863180","intron","+","-","732"
"DDR1","780","NP_054700.2","NM_013994.2","30863181","30863291","exon","+","CDS","111"
"DDR1","780","NP_054700.2","NM_013994.2","30863292","30864397","intron","+","-","1106"
"DDR1","780","NP_054700.2","NM_013994.2","30864398","30864642","exon","+","CDS","245"
"DDR1","780","NP_054700.2","NM_013994.2","30864643","30864790","intron","+","-","148"
"DDR1","780","NP_054700.2","NM_013994.2","30864791","30864918","exon","+","CDS","128"
"DDR1","780","NP_054700.2","NM_013994.2","30864919","30865137","intron","+","-","219"
"DDR1","780","NP_054700.2","NM_013994.2","30865138","30865374","exon","+","CDS","237"
"DDR1","780","NP_054700.2","NM_013994.2","30865375","30865849","intron","+","-","475"
"DDR1","780","NP_054700.2","NM_013994.2","30865850","30866084","exon","+","CDS","235"
"DDR1","780","NP_054700.2","NM_013994.2","30866085","30866664","intron","+","-","580"
"DDR1","780","NP_054700.2","NM_013994.2","30866665","30866814","exon","+","CDS","150"
"DDR1","780","NP_054700.2","NM_013994.2","30866815","30866932","intron","+","-","118"
"DDR1","780","NP_054700.2","NM_013994.2","30866933","30867073","exon","+","CDS","141"
"DDR1","780","NP_054700.2","NM_013994.2","30867074","30867933","exon","+","UTR","860"
"DEPDC1","55635","NP_060249.2","NM_017779.4","68939835","68942614","exon","-","UTR","2780"
"DEPDC1","55635","NP_060249.2","NM_017779.4","68942615","68942752","exon","-","CDS","138"
"DEPDC1","55635","NP_060249.2","NM_017779.4","68942753","68943469","intron","-","-","717"
"DEPDC1","55635","NP_060249.2","NM_017779.4","68943470","68943655","exon","-","CDS","186"
"DEPDC1","55635","NP_060249.2","NM_017779.4","68943656","68944826","intron","-","-","1171"
"DEPDC1","55635","NP_060249.2","NM_017779.4","68944827","68945003","exon","-","CDS","177"
"DEPDC1","55635","NP_060249.2","NM_017779.4","68945004","68947122","intron","-","-","2119"
"DEPDC1","55635","NP_060249.2","NM_017779.4","68947123","68947295","exon","-","CDS","173"
"DEPDC1","55635","NP_060249.2","NM_017779.4","68947296","68949632","intron","-","-","2337"
"DEPDC1","55635","NP_060249.2","NM_017779.4","68949633","68949773","exon","-","CDS","141"
"DEPDC1","55635","NP_060249.2","NM_017779.4","68949774","68952619","intron","-","-","2846"
"DEPDC1","55635","NP_060249.2","NM_017779.4","68952620","68952667","exon","-","CDS","48"
"DEPDC1","55635","NP_060249.2","NM_017779.4","68952668","68954056","intron","-","-","1389"
"DEPDC1","55635","NP_060249.2","NM_017779.4","68954057","68954187","exon","-","CDS","131"
"DEPDC1","55635","NP_060249.2","NM_017779.4","68954188","68954598","intron","-","-","411"
"DEPDC1","55635","NP_060249.2","NM_017779.4","68954599","68954717","exon","-","CDS","119"
"DEPDC1","55635","NP_060249.2","NM_017779.4","68954718","68955134","intron","-","-","417"
"DEPDC1","55635","NP_060249.2","NM_017779.4","68955135","68955291","exon","-","CDS","157"
"DEPDC1","55635","NP_060249.2","NM_017779.4","68955292","68960112","intron","-","-","4821"
"DEPDC1","55635","NP_060249.2","NM_017779.4","68960113","68960378","exon","-","CDS","266"
"DEPDC1","55635","NP_060249.2","NM_017779.4","68960379","68962634","intron","-","-","2256"
"DEPDC1","55635","NP_060249.2","NM_017779.4","68962635","68962682","exon","-","CDS","48"
"DEPDC1","55635","NP_060249.2","NM_017779.4","68962683","68962799","exon","-","UTR","117"
"DEPDC1","55635","NP_001107592.1","NM_001114120.1","68939835","68942614","exon","-","UTR","2780"
"DEPDC1","55635","NP_001107592.1","NM_001114120.1","68942615","68942752","exon","-","CDS","138"
"DEPDC1","55635","NP_001107592.1","NM_001114120.1","68942753","68943469","intron","-","-","717"
"DEPDC1","55635","NP_001107592.1","NM_001114120.1","68943470","68943655","exon","-","CDS","186"
"DEPDC1","55635","NP_001107592.1","NM_001114120.1","68943656","68944826","intron","-","-","1171"
"DEPDC1","55635","NP_001107592.1","NM_001114120.1","68944827","68945003","exon","-","CDS","177"
"DEPDC1","55635","NP_001107592.1","NM_001114120.1","68945004","68947122","intron","-","-","2119"
"DEPDC1","55635","NP_001107592.1","NM_001114120.1","68947123","68947295","exon","-","CDS","173"
"DEPDC1","55635","NP_001107592.1","NM_001114120.1","68947296","68947728","intron","-","-","433"
"DEPDC1","55635","NP_001107592.1","NM_001114120.1","68947729","68948580","exon","-","CDS","852"
"DEPDC1","55635","NP_001107592.1","NM_001114120.1","68948581","68949632","intron","-","-","1052"
"DEPDC1","55635","NP_001107592.1","NM_001114120.1","68949633","68949773","exon","-","CDS","141"
"DEPDC1","55635","NP_001107592.1","NM_001114120.1","68949774","68952619","intron","-","-","2846"
"DEPDC1","55635","NP_001107592.1","NM_001114120.1","68952620","68952667","exon","-","CDS","48"
"DEPDC1","55635","NP_001107592.1","NM_001114120.1","68952668","68954056","intron","-","-","1389"
"DEPDC1","55635","NP_001107592.1","NM_001114120.1","68954057","68954187","exon","-","CDS","131"
"DEPDC1","55635","NP_001107592.1","NM_001114120.1","68954188","68954598","intron","-","-","411"
"DEPDC1","55635","NP_001107592.1","NM_001114120.1","68954599","68954717","exon","-","CDS","119"
"DEPDC1","55635","NP_001107592.1","NM_001114120.1","68954718","68955134","intron","-","-","417"
"DEPDC1","55635","NP_001107592.1","NM_001114120.1","68955135","68955291","exon","-","CDS","157"
"DEPDC1","55635","NP_001107592.1","NM_001114120.1","68955292","68960112","intron","-","-","4821"
"DEPDC1","55635","NP_001107592.1","NM_001114120.1","68960113","68960378","exon","-","CDS","266"
"DEPDC1","55635","NP_001107592.1","NM_001114120.1","68960379","68962634","intron","-","-","2256"
"DEPDC1","55635","NP_001107592.1","NM_001114120.1","68962635","68962682","exon","-","CDS","48"
"DEPDC1","55635","NP_001107592.1","NM_001114120.1","68962683","68962799","exon","-","UTR","117"
"DHX16","8449","NP_003578.2","NM_003587.4","30620896","30621018","exon","-","UTR","123"
"DHX16","8449","NP_003578.2","NM_003587.4","30621019","30621147","exon","-","CDS","129"
"DHX16","8449","NP_003578.2","NM_003587.4","30621148","30622482","intron","-","-","1335"
"DHX16","8449","NP_003578.2","NM_003587.4","30622483","30622656","exon","-","CDS","174"
"DHX16","8449","NP_003578.2","NM_003587.4","30622657","30622951","intron","-","-","295"
"DHX16","8449","NP_003578.2","NM_003587.4","30622952","30623113","exon","-","CDS","162"
"DHX16","8449","NP_003578.2","NM_003587.4","30623114","30623211","intron","-","-","98"
"DHX16","8449","NP_003578.2","NM_003587.4","30623212","30623374","exon","-","CDS","163"
"DHX16","8449","NP_003578.2","NM_003587.4","30623375","30623974","intron","-","-","600"
"DHX16","8449","NP_003578.2","NM_003587.4","30623975","30624042","exon","-","CDS","68"
"DHX16","8449","NP_003578.2","NM_003587.4","30624043","30624167","intron","-","-","125"
"DHX16","8449","NP_003578.2","NM_003587.4","30624168","30624286","exon","-","CDS","119"
"DHX16","8449","NP_003578.2","NM_003587.4","30624287","30624373","intron","-","-","87"
"DHX16","8449","NP_003578.2","NM_003587.4","30624374","30624536","exon","-","CDS","163"
"DHX16","8449","NP_003578.2","NM_003587.4","30624537","30624728","intron","-","-","192"
"DHX16","8449","NP_003578.2","NM_003587.4","30624729","30624869","exon","-","CDS","141"
"DHX16","8449","NP_003578.2","NM_003587.4","30624870","30627248","intron","-","-","2379"
"DHX16","8449","NP_003578.2","NM_003587.4","30627249","30627401","exon","-","CDS","153"
"DHX16","8449","NP_003578.2","NM_003587.4","30627402","30627512","intron","-","-","111"
"DHX16","8449","NP_003578.2","NM_003587.4","30627513","30627611","exon","-","CDS","99"
"DHX16","8449","NP_003578.2","NM_003587.4","30627612","30627808","intron","-","-","197"
"DHX16","8449","NP_003578.2","NM_003587.4","30627809","30628019","exon","-","CDS","211"
"DHX16","8449","NP_003578.2","NM_003587.4","30628020","30630403","intron","-","-","2384"
"DHX16","8449","NP_003578.2","NM_003587.4","30630404","30630519","exon","-","CDS","116"
"DHX16","8449","NP_003578.2","NM_003587.4","30630520","30630687","intron","-","-","168"
"DHX16","8449","NP_003578.2","NM_003587.4","30630688","30630798","exon","-","CDS","111"
"DHX16","8449","NP_003578.2","NM_003587.4","30630799","30632577","intron","-","-","1779"
"DHX16","8449","NP_003578.2","NM_003587.4","30632578","30632769","exon","-","CDS","192"
"DHX16","8449","NP_003578.2","NM_003587.4","30632770","30632847","intron","-","-","78"
"DHX16","8449","NP_003578.2","NM_003587.4","30632848","30633051","exon","-","CDS","204"
"DHX16","8449","NP_003578.2","NM_003587.4","30633052","30633255","intron","-","-","204"
"DHX16","8449","NP_003578.2","NM_003587.4","30633256","30633510","exon","-","CDS","255"
"DHX16","8449","NP_003578.2","NM_003587.4","30633511","30638186","intron","-","-","4676"
"DHX16","8449","NP_003578.2","NM_003587.4","30638187","30638243","exon","-","CDS","57"
"DHX16","8449","NP_003578.2","NM_003587.4","30638244","30638566","intron","-","-","323"
"DHX16","8449","NP_003578.2","NM_003587.4","30638567","30638729","exon","-","CDS","163"
"DHX16","8449","NP_003578.2","NM_003587.4","30638730","30638812","intron","-","-","83"
"DHX16","8449","NP_003578.2","NM_003587.4","30638813","30639051","exon","-","CDS","239"
"DHX16","8449","NP_003578.2","NM_003587.4","30639052","30640411","intron","-","-","1360"
"DHX16","8449","NP_003578.2","NM_003587.4","30640412","30640618","exon","-","CDS","207"
"DHX16","8449","NP_003578.2","NM_003587.4","30640619","30640830","exon","-","UTR","212"
"DHX16","8449","NP_001157711.1","NM_001164239.1","30620896","30621018","exon","-","UTR","123"
"DHX16","8449","NP_001157711.1","NM_001164239.1","30621019","30621147","exon","-","CDS","129"
"DHX16","8449","NP_001157711.1","NM_001164239.1","30621148","30622482","intron","-","-","1335"
"DHX16","8449","NP_001157711.1","NM_001164239.1","30622483","30622656","exon","-","CDS","174"
"DHX16","8449","NP_001157711.1","NM_001164239.1","30622657","30622951","intron","-","-","295"
"DHX16","8449","NP_001157711.1","NM_001164239.1","30622952","30623113","exon","-","CDS","162"
"DHX16","8449","NP_001157711.1","NM_001164239.1","30623114","30623211","intron","-","-","98"
"DHX16","8449","NP_001157711.1","NM_001164239.1","30623212","30623374","exon","-","CDS","163"
"DHX16","8449","NP_001157711.1","NM_001164239.1","30623375","30623974","intron","-","-","600"
"DHX16","8449","NP_001157711.1","NM_001164239.1","30623975","30624042","exon","-","CDS","68"
"DHX16","8449","NP_001157711.1","NM_001164239.1","30624043","30624167","intron","-","-","125"
"DHX16","8449","NP_001157711.1","NM_001164239.1","30624168","30624286","exon","-","CDS","119"
"DHX16","8449","NP_001157711.1","NM_001164239.1","30624287","30624373","intron","-","-","87"
"DHX16","8449","NP_001157711.1","NM_001164239.1","30624374","30624536","exon","-","CDS","163"
"DHX16","8449","NP_001157711.1","NM_001164239.1","30624537","30624728","intron","-","-","192"
"DHX16","8449","NP_001157711.1","NM_001164239.1","30624729","30624869","exon","-","CDS","141"
"DHX16","8449","NP_001157711.1","NM_001164239.1","30624870","30627248","intron","-","-","2379"
"DHX16","8449","NP_001157711.1","NM_001164239.1","30627249","30627401","exon","-","CDS","153"
"DHX16","8449","NP_001157711.1","NM_001164239.1","30627402","30627512","intron","-","-","111"
"DHX16","8449","NP_001157711.1","NM_001164239.1","30627513","30627611","exon","-","CDS","99"
"DHX16","8449","NP_001157711.1","NM_001164239.1","30627612","30627808","intron","-","-","197"
"DHX16","8449","NP_001157711.1","NM_001164239.1","30627809","30628019","exon","-","CDS","211"
"DHX16","8449","NP_001157711.1","NM_001164239.1","30628020","30630403","intron","-","-","2384"
"DHX16","8449","NP_001157711.1","NM_001164239.1","30630404","30630519","exon","-","CDS","116"
"DHX16","8449","NP_001157711.1","NM_001164239.1","30630520","30630687","intron","-","-","168"
"DHX16","8449","NP_001157711.1","NM_001164239.1","30630688","30630798","exon","-","CDS","111"
"DHX16","8449","NP_001157711.1","NM_001164239.1","30630799","30632577","intron","-","-","1779"
"DHX16","8449","NP_001157711.1","NM_001164239.1","30632578","30632769","exon","-","CDS","192"
"DHX16","8449","NP_001157711.1","NM_001164239.1","30632770","30632847","intron","-","-","78"
"DHX16","8449","NP_001157711.1","NM_001164239.1","30632848","30633051","exon","-","CDS","204"
"DHX16","8449","NP_001157711.1","NM_001164239.1","30633052","30633255","intron","-","-","204"
"DHX16","8449","NP_001157711.1","NM_001164239.1","30633256","30633510","exon","-","CDS","255"
"DHX16","8449","NP_001157711.1","NM_001164239.1","30633511","30638186","intron","-","-","4676"
"DHX16","8449","NP_001157711.1","NM_001164239.1","30638187","30638243","exon","-","CDS","57"
"DHX16","8449","NP_001157711.1","NM_001164239.1","30638244","30638566","intron","-","-","323"
"DHX16","8449","NP_001157711.1","NM_001164239.1","30638567","30638729","exon","-","CDS","163"
"DHX16","8449","NP_001157711.1","NM_001164239.1","30638730","30638812","intron","-","-","83"
"DHX16","8449","NP_001157711.1","NM_001164239.1","30638813","30639051","exon","-","CDS","239"
"DHX16","8449","NP_001157711.1","NM_001164239.1","30639052","30640732","intron","-","-","1681"
"DHX16","8449","NP_001157711.1","NM_001164239.1","30640733","30640759","exon","-","CDS","27"
"DHX16","8449","NP_001157711.1","NM_001164239.1","30640760","30640830","exon","-","UTR","71"
"DKK4","27121","NP_055235.1","NM_014420.2","42231586","42231617","exon","-","UTR","32"
"DKK4","27121","NP_055235.1","NM_014420.2","42231618","42231877","exon","-","CDS","260"
"DKK4","27121","NP_055235.1","NM_014420.2","42231878","42232278","intron","-","-","401"
"DKK4","27121","NP_055235.1","NM_014420.2","42232279","42232431","exon","-","CDS","153"
"DKK4","27121","NP_055235.1","NM_014420.2","42232432","42233197","intron","-","-","766"
"DKK4","27121","NP_055235.1","NM_014420.2","42233198","42233348","exon","-","CDS","151"
"DKK4","27121","NP_055235.1","NM_014420.2","42233349","42234452","intron","-","-","1104"
"DKK4","27121","NP_055235.1","NM_014420.2","42234453","42234563","exon","-","CDS","111"
"DKK4","27121","NP_055235.1","NM_014420.2","42234564","42234674","exon","-","UTR","111"
"DLX5","1749","NP_005212.1","NM_005221.5","96649702","96650047","exon","-","UTR","346"
"DLX5","1749","NP_005212.1","NM_005221.5","96650048","96650377","exon","-","CDS","330"
"DLX5","1749","NP_005212.1","NM_005221.5","96650378","96651496","intron","-","-","1119"
"DLX5","1749","NP_005212.1","NM_005221.5","96651497","96651681","exon","-","CDS","185"
"DLX5","1749","NP_005212.1","NM_005221.5","96651682","96653580","intron","-","-","1899"
"DLX5","1749","NP_005212.1","NM_005221.5","96653581","96653935","exon","-","CDS","355"
"DLX5","1749","NP_005212.1","NM_005221.5","96653936","96654143","exon","-","UTR","208"
"DNAJA2","10294","NP_005871.1","NM_005880.3","46989274","46990940","exon","-","UTR","1667"
"DNAJA2","10294","NP_005871.1","NM_005880.3","46990941","46991132","exon","-","CDS","192"
"DNAJA2","10294","NP_005871.1","NM_005880.3","46991133","46992914","intron","-","-","1782"
"DNAJA2","10294","NP_005871.1","NM_005880.3","46992915","46993042","exon","-","CDS","128"
"DNAJA2","10294","NP_005871.1","NM_005880.3","46993043","46993186","intron","-","-","144"
"DNAJA2","10294","NP_005871.1","NM_005880.3","46993187","46993331","exon","-","CDS","145"
"DNAJA2","10294","NP_005871.1","NM_005880.3","46993332","46998522","intron","-","-","5191"
"DNAJA2","10294","NP_005871.1","NM_005880.3","46998523","46998719","exon","-","CDS","197"
"DNAJA2","10294","NP_005871.1","NM_005880.3","46998720","47001424","intron","-","-","2705"
"DNAJA2","10294","NP_005871.1","NM_005880.3","47001425","47001558","exon","-","CDS","134"
"DNAJA2","10294","NP_005871.1","NM_005880.3","47001559","47001995","intron","-","-","437"
"DNAJA2","10294","NP_005871.1","NM_005880.3","47001996","47002076","exon","-","CDS","81"
"DNAJA2","10294","NP_005871.1","NM_005880.3","47002077","47005260","intron","-","-","3184"
"DNAJA2","10294","NP_005871.1","NM_005880.3","47005261","47005484","exon","-","CDS","224"
"DNAJA2","10294","NP_005871.1","NM_005880.3","47005485","47005807","intron","-","-","323"
"DNAJA2","10294","NP_005871.1","NM_005880.3","47005808","47005867","exon","-","CDS","60"
"DNAJA2","10294","NP_005871.1","NM_005880.3","47005868","47007405","intron","-","-","1538"
"DNAJA2","10294","NP_005871.1","NM_005880.3","47007406","47007483","exon","-","CDS","78"
"DNAJA2","10294","NP_005871.1","NM_005880.3","47007484","47007625","exon","-","UTR","142"
"DNMT1","1786","NP_001370.1","NM_001379.2","10244022","10244342","exon","-","UTR","321"
"DNMT1","1786","NP_001370.1","NM_001379.2","10244343","10244377","exon","-","CDS","35"
"DNMT1","1786","NP_001370.1","NM_001379.2","10244378","10244892","intron","-","-","515"
"DNMT1","1786","NP_001370.1","NM_001379.2","10244893","10244983","exon","-","CDS","91"
"DNMT1","1786","NP_001370.1","NM_001379.2","10244984","10246411","intron","-","-","1428"
"DNMT1","1786","NP_001370.1","NM_001379.2","10246412","10246528","exon","-","CDS","117"
"DNMT1","1786","NP_001370.1","NM_001379.2","10246529","10246796","intron","-","-","268"
"DNMT1","1786","NP_001370.1","NM_001379.2","10246797","10246963","exon","-","CDS","167"
"DNMT1","1786","NP_001370.1","NM_001379.2","10246964","10247760","intron","-","-","797"
"DNMT1","1786","NP_001370.1","NM_001379.2","10247761","10247956","exon","-","CDS","196"
"DNMT1","1786","NP_001370.1","NM_001379.2","10247957","10248507","intron","-","-","551"
"DNMT1","1786","NP_001370.1","NM_001379.2","10248508","10248685","exon","-","CDS","178"
"DNMT1","1786","NP_001370.1","NM_001379.2","10248686","10249114","intron","-","-","429"
"DNMT1","1786","NP_001370.1","NM_001379.2","10249115","10249281","exon","-","CDS","167"
"DNMT1","1786","NP_001370.1","NM_001379.2","10249282","10250351","intron","-","-","1070"
"DNMT1","1786","NP_001370.1","NM_001379.2","10250352","10250493","exon","-","CDS","142"
"DNMT1","1786","NP_001370.1","NM_001379.2","10250494","10250721","intron","-","-","228"
"DNMT1","1786","NP_001370.1","NM_001379.2","10250722","10251004","exon","-","CDS","283"
"DNMT1","1786","NP_001370.1","NM_001379.2","10251005","10251456","intron","-","-","452"
"DNMT1","1786","NP_001370.1","NM_001379.2","10251457","10251585","exon","-","CDS","129"
"DNMT1","1786","NP_001370.1","NM_001379.2","10251586","10251780","intron","-","-","195"
"DNMT1","1786","NP_001370.1","NM_001379.2","10251781","10251865","exon","-","CDS","85"
"DNMT1","1786","NP_001370.1","NM_001379.2","10251866","10252703","intron","-","-","838"
"DNMT1","1786","NP_001370.1","NM_001379.2","10252704","10252896","exon","-","CDS","193"
"DNMT1","1786","NP_001370.1","NM_001379.2","10252897","10254441","intron","-","-","1545"
"DNMT1","1786","NP_001370.1","NM_001379.2","10254442","10254663","exon","-","CDS","222"
"DNMT1","1786","NP_001370.1","NM_001379.2","10254664","10257026","intron","-","-","2363"
"DNMT1","1786","NP_001370.1","NM_001379.2","10257027","10257200","exon","-","CDS","174"
"DNMT1","1786","NP_001370.1","NM_001379.2","10257201","10259559","intron","-","-","2359"
"DNMT1","1786","NP_001370.1","NM_001379.2","10259560","10259693","exon","-","CDS","134"
"DNMT1","1786","NP_001370.1","NM_001379.2","10259694","10260128","intron","-","-","435"
"DNMT1","1786","NP_001370.1","NM_001379.2","10260129","10260333","exon","-","CDS","205"
"DNMT1","1786","NP_001370.1","NM_001379.2","10260334","10260528","intron","-","-","195"
"DNMT1","1786","NP_001370.1","NM_001379.2","10260529","10260644","exon","-","CDS","116"
"DNMT1","1786","NP_001370.1","NM_001379.2","10260645","10262073","intron","-","-","1429"
"DNMT1","1786","NP_001370.1","NM_001379.2","10262074","10262221","exon","-","CDS","148"
"DNMT1","1786","NP_001370.1","NM_001379.2","10262222","10262425","intron","-","-","204"
"DNMT1","1786","NP_001370.1","NM_001379.2","10262426","10262523","exon","-","CDS","98"
"DNMT1","1786","NP_001370.1","NM_001379.2","10262524","10264968","intron","-","-","2445"
"DNMT1","1786","NP_001370.1","NM_001379.2","10264969","10265155","exon","-","CDS","187"
"DNMT1","1786","NP_001370.1","NM_001379.2","10265156","10265261","intron","-","-","106"
"DNMT1","1786","NP_001370.1","NM_001379.2","10265262","10265449","exon","-","CDS","188"
"DNMT1","1786","NP_001370.1","NM_001379.2","10265450","10265580","intron","-","-","131"
"DNMT1","1786","NP_001370.1","NM_001379.2","10265581","10265732","exon","-","CDS","152"
"DNMT1","1786","NP_001370.1","NM_001379.2","10265733","10266528","intron","-","-","796"
"DNMT1","1786","NP_001370.1","NM_001379.2","10266529","10266621","exon","-","CDS","93"
"DNMT1","1786","NP_001370.1","NM_001379.2","10266622","10267066","intron","-","-","445"
"DNMT1","1786","NP_001370.1","NM_001379.2","10267067","10267185","exon","-","CDS","119"
"DNMT1","1786","NP_001370.1","NM_001379.2","10267186","10270333","intron","-","-","3148"
"DNMT1","1786","NP_001370.1","NM_001379.2","10270334","10270443","exon","-","CDS","110"
"DNMT1","1786","NP_001370.1","NM_001379.2","10270444","10270517","intron","-","-","74"
"DNMT1","1786","NP_001370.1","NM_001379.2","10270518","10270598","exon","-","CDS","81"
"DNMT1","1786","NP_001370.1","NM_001379.2","10270599","10270693","intron","-","-","95"
"DNMT1","1786","NP_001370.1","NM_001379.2","10270694","10270739","exon","-","CDS","46"
"DNMT1","1786","NP_001370.1","NM_001379.2","10270740","10271059","intron","-","-","320"
"DNMT1","1786","NP_001370.1","NM_001379.2","10271060","10271094","exon","-","CDS","35"
"DNMT1","1786","NP_001370.1","NM_001379.2","10271095","10273342","intron","-","-","2248"
"DNMT1","1786","NP_001370.1","NM_001379.2","10273343","10273424","exon","-","CDS","82"
"DNMT1","1786","NP_001370.1","NM_001379.2","10273425","10274001","intron","-","-","577"
"DNMT1","1786","NP_001370.1","NM_001379.2","10274002","10274036","exon","-","CDS","35"
"DNMT1","1786","NP_001370.1","NM_001379.2","10274037","10277273","intron","-","-","3237"
"DNMT1","1786","NP_001370.1","NM_001379.2","10277274","10277361","exon","-","CDS","88"
"DNMT1","1786","NP_001370.1","NM_001379.2","10277362","10279005","intron","-","-","1644"
"DNMT1","1786","NP_001370.1","NM_001379.2","10279006","10279040","exon","-","CDS","35"
"DNMT1","1786","NP_001370.1","NM_001379.2","10279041","10283765","intron","-","-","4725"
"DNMT1","1786","NP_001370.1","NM_001379.2","10283766","10283850","exon","-","CDS","85"
"DNMT1","1786","NP_001370.1","NM_001379.2","10283851","10284546","intron","-","-","696"
"DNMT1","1786","NP_001370.1","NM_001379.2","10284547","10284581","exon","-","CDS","35"
"DNMT1","1786","NP_001370.1","NM_001379.2","10284582","10286215","intron","-","-","1634"
"DNMT1","1786","NP_001370.1","NM_001379.2","10286216","10286294","exon","-","CDS","79"
"DNMT1","1786","NP_001370.1","NM_001379.2","10286295","10287967","intron","-","-","1673"
"DNMT1","1786","NP_001370.1","NM_001379.2","10287968","10288043","exon","-","CDS","76"
"DNMT1","1786","NP_001370.1","NM_001379.2","10288044","10291025","intron","-","-","2982"
"DNMT1","1786","NP_001370.1","NM_001379.2","10291026","10291245","exon","-","CDS","220"
"DNMT1","1786","NP_001370.1","NM_001379.2","10291246","10291453","intron","-","-","208"
"DNMT1","1786","NP_001370.1","NM_001379.2","10291454","10291561","exon","-","CDS","108"
"DNMT1","1786","NP_001370.1","NM_001379.2","10291562","10292716","intron","-","-","1155"
"DNMT1","1786","NP_001370.1","NM_001379.2","10292717","10292753","exon","-","CDS","37"
"DNMT1","1786","NP_001370.1","NM_001379.2","10292754","10305495","intron","-","-","12742"
"DNMT1","1786","NP_001370.1","NM_001379.2","10305496","10305575","exon","-","CDS","80"
"DNMT1","1786","NP_001370.1","NM_001379.2","10305576","10305755","exon","-","UTR","180"
"DNMT1","1786","NP_001124295.1","NM_001130823.1","10244022","10244342","exon","-","UTR","321"
"DNMT1","1786","NP_001124295.1","NM_001130823.1","10244343","10244377","exon","-","CDS","35"
"DNMT1","1786","NP_001124295.1","NM_001130823.1","10244378","10244892","intron","-","-","515"
"DNMT1","1786","NP_001124295.1","NM_001130823.1","10244893","10244983","exon","-","CDS","91"
"DNMT1","1786","NP_001124295.1","NM_001130823.1","10244984","10246411","intron","-","-","1428"
"DNMT1","1786","NP_001124295.1","NM_001130823.1","10246412","10246528","exon","-","CDS","117"
"DNMT1","1786","NP_001124295.1","NM_001130823.1","10246529","10246796","intron","-","-","268"
"DNMT1","1786","NP_001124295.1","NM_001130823.1","10246797","10246963","exon","-","CDS","167"
"DNMT1","1786","NP_001124295.1","NM_001130823.1","10246964","10247760","intron","-","-","797"
"DNMT1","1786","NP_001124295.1","NM_001130823.1","10247761","10247956","exon","-","CDS","196"
"DNMT1","1786","NP_001124295.1","NM_001130823.1","10247957","10248507","intron","-","-","551"
"DNMT1","1786","NP_001124295.1","NM_001130823.1","10248508","10248685","exon","-","CDS","178"
"DNMT1","1786","NP_001124295.1","NM_001130823.1","10248686","10249114","intron","-","-","429"
"DNMT1","1786","NP_001124295.1","NM_001130823.1","10249115","10249281","exon","-","CDS","167"
"DNMT1","1786","NP_001124295.1","NM_001130823.1","10249282","10250351","intron","-","-","1070"
"DNMT1","1786","NP_001124295.1","NM_001130823.1","10250352","10250493","exon","-","CDS","142"
"DNMT1","1786","NP_001124295.1","NM_001130823.1","10250494","10250721","intron","-","-","228"
"DNMT1","1786","NP_001124295.1","NM_001130823.1","10250722","10251004","exon","-","CDS","283"
"DNMT1","1786","NP_001124295.1","NM_001130823.1","10251005","10251456","intron","-","-","452"
"DNMT1","1786","NP_001124295.1","NM_001130823.1","10251457","10251585","exon","-","CDS","129"
"DNMT1","1786","NP_001124295.1","NM_001130823.1","10251586","10251780","intron","-","-","195"
"DNMT1","1786","NP_001124295.1","NM_001130823.1","10251781","10251865","exon","-","CDS","85"
"DNMT1","1786","NP_001124295.1","NM_001130823.1","10251866","10252703","intron","-","-","838"
"DNMT1","1786","NP_001124295.1","NM_001130823.1","10252704","10252896","exon","-","CDS","193"
"DNMT1","1786","NP_001124295.1","NM_001130823.1","10252897","10254441","intron","-","-","1545"
"DNMT1","1786","NP_001124295.1","NM_001130823.1","10254442","10254663","exon","-","CDS","222"
"DNMT1","1786","NP_001124295.1","NM_001130823.1","10254664","10257026","intron","-","-","2363"
"DNMT1","1786","NP_001124295.1","NM_001130823.1","10257027","10257200","exon","-","CDS","174"
"DNMT1","1786","NP_001124295.1","NM_001130823.1","10257201","10259559","intron","-","-","2359"
"DNMT1","1786","NP_001124295.1","NM_001130823.1","10259560","10259693","exon","-","CDS","134"
"DNMT1","1786","NP_001124295.1","NM_001130823.1","10259694","10260128","intron","-","-","435"
"DNMT1","1786","NP_001124295.1","NM_001130823.1","10260129","10260333","exon","-","CDS","205"
"DNMT1","1786","NP_001124295.1","NM_001130823.1","10260334","10260528","intron","-","-","195"
"DNMT1","1786","NP_001124295.1","NM_001130823.1","10260529","10260644","exon","-","CDS","116"
"DNMT1","1786","NP_001124295.1","NM_001130823.1","10260645","10262073","intron","-","-","1429"
"DNMT1","1786","NP_001124295.1","NM_001130823.1","10262074","10262221","exon","-","CDS","148"
"DNMT1","1786","NP_001124295.1","NM_001130823.1","10262222","10262425","intron","-","-","204"
"DNMT1","1786","NP_001124295.1","NM_001130823.1","10262426","10262523","exon","-","CDS","98"
"DNMT1","1786","NP_001124295.1","NM_001130823.1","10262524","10264968","intron","-","-","2445"
"DNMT1","1786","NP_001124295.1","NM_001130823.1","10264969","10265155","exon","-","CDS","187"
"DNMT1","1786","NP_001124295.1","NM_001130823.1","10265156","10265261","intron","-","-","106"
"DNMT1","1786","NP_001124295.1","NM_001130823.1","10265262","10265449","exon","-","CDS","188"
"DNMT1","1786","NP_001124295.1","NM_001130823.1","10265450","10265580","intron","-","-","131"
