"Gene_Name","Gene_ID","Homologene_ID","Species_Name","Hgene_Name","mRNA_ID","Protein_ID","Identity_Protein","Identity_DNA"
"CXCL12","6387","507","R.norvegicus","Cxcl12","NM_001033883.1","NP_001029055.1","93.30","91.60"
"CXCL12","6387","507","G.gallus","CXCL12","NM_204510.1","NP_989841.1","73.00","75.30"
"CXCL17","284340","18875","H.sapiens","CXCL17","NM_198477.1","NP_940879.1","0.00","0.00"
"CXCL17","284340","18875","P.troglodytes","CXCL17","XM_001154726.1","XP_001154726.1","98.30","98.60"
"CXCL17","284340","18875","B.taurus","CXCL17","NM_001083799.1","NP_001077268.1","78.00","84.70"
"CXCL17","284340","18875","M.musculus","Cxcl17","NM_153576.2","NP_705804.2","71.40","80.40"
"CXCL17","284340","18875","R.norvegicus","Cxcl17","XM_218339.4","XP_218339.2","62.20","77.00"
"CXCL5","6374","88672","H.sapiens","CXCL5","NM_002994.3","NP_002985.1","0.00","0.00"
"CXCL5","6374","88672","P.troglodytes","CXCL5","XM_001155862.1","XP_001155862.1","97.40","98.50"
"CXCL5","6374","88672","C.lupus","CXCL5","XM_849650.1","XP_854743.1","68.30","72.90"
"CXCL5","6374","88672","B.taurus","CXCL5","NM_174300.2","NP_776725.1","77.10","81.30"
"CXCL9","4283","1813","H.sapiens","CXCL9","NM_002416.1","NP_002407.1","0.00","0.00"
"CXCL9","4283","1813","P.troglodytes","CXCL9","XM_526582.2","XP_526582.1","100.00","100.00"
"CXCL9","4283","1813","B.taurus","CXCL9","XM_001789886.1","XP_001789938.1","73.40","83.30"
"CXCL9","4283","1813","M.musculus","Cxcl9","NM_008599.3","NP_032625.2","71.90","77.70"
"CXCL9","4283","1813","R.norvegicus","Cxcl9","NM_145672.3","NP_663705.1","66.40","76.80"
"CXCR4","7852","20739","H.sapiens","CXCR4","NM_003467.2","NP_003458.1","0.00","0.00"
"CXCR4","7852","20739","P.troglodytes","CXCR4","NM_001009047.1","NP_001009047.1","100.00","99.80"
"CXCR4","7852","20739","C.lupus","CXCR4","XM_541020.2","XP_541020.2","96.00","91.30"
"CXCR4","7852","20739","B.taurus","CXCR4","NM_174301.3","NP_776726.1","92.60","90.20"
"CXCR4","7852","20739","M.musculus","Cxcr4","NM_009911.3","NP_034041.2","91.10","86.60"
"CXCR4","7852","20739","R.norvegicus","Cxcr4","NM_022205.3","NP_071541.2","91.40","85.50"
"CXCR4","7852","20739","G.gallus","CXCR4","NM_204617.1","NP_989948.1","82.60","74.80"
"CXCR4","7852","20739","D.rerio","LOC100332872","XM_002664222.1","XP_002664268.1","70.50","67.20"
"CXCR4","7852","20739","D.rerio","cxcr4b","NM_131834.1","NP_571909.1","70.50","67.20"
"CXCR4","7852","20739","D.rerio","LOC100332777","XM_002663317.1","XP_002663363.1","70.20","67.30"
"CXCR4","7852","20739","D.rerio","cxcr4a","NM_131882.2","NP_571957.2","65.50","65.40"
"CYP17","1586","73875","H.sapiens","CYP17A1","NM_000102.3","NP_000093.1","0.00","0.00"
"CYP17","1586","73875","P.troglodytes","CYP17A1","NM_001009052.1","NP_001009052.1","99.60","99.40"
"CYP17","1586","73875","C.lupus","LOC477807","XM_846133.1","XP_851226.1","78.90","83.80"
"CYP17","1586","73875","B.taurus","CYP17A1","XM_001251231.1","XP_001251232.1","71.10","80.10"
"CYP17","1586","73875","B.taurus","CYP17A1","NM_174304.1","NP_776729.1","71.10","80.10"
"CYP17","1586","73875","B.taurus","LOC785462","XM_001253477.1","XP_001253478.1","71.10","80.10"
"CYP17","1586","73875","B.taurus","LOC784256","XM_001250368.1","XP_001250369.1","70.20","79.10"
"CYP17","1586","73875","M.musculus","Cyp17a1","NM_007809.2","NP_031835.2","66.90","74.80"
"CYP17","1586","73875","R.norvegicus","Cyp17a1","NM_012753.1","NP_036885.1","68.40","76.20"
"CYP17","1586","73875","A.thaliana","CYP706A6","NM_117302.5","NP_192969.4","29.00","43.80"
"CYP17","1586","73875","A.thaliana","CYP706A4","NM_117300.2","NP_192967.1","29.20","43.80"
"CYP17","1586","73875","A.thaliana","CYP706A1","NM_118395.2","NP_567665.2","28.70","42.30"
"CYP17","1586","73875","A.thaliana","CYP706A2","NM_118397.3","NP_194002.1","28.60","41.90"
"CYP17","1586","73875","A.thaliana","CYP706A3","NM_123829.2","NP_199275.1","28.50","40.70"
"CYP17","1586","73875","A.thaliana","CYP706A7","NM_117303.2","NP_192970.1","28.30","41.70"
"CYP17","1586","73875","A.thaliana","CYP706A5","NM_117301.8","NP_192968.3","27.30","41.70"
"CYP17","1586","73875","O.sativa","Os01g0700500","NM_001050520.1","NP_001043985.1","29.20","44.20"
"CYP17","1586","73875","O.sativa","Os08g0547900","NM_001068966.1","NP_001062431.1","26.10","44.70"
"CYP19A1","1588","30955","H.sapiens","CYP19A1","NM_000103.3","NP_000094.2","0.00","0.00"
"CYP19A1","1588","30955","P.troglodytes","CYP19A1","XM_001169384.1","XP_001169384.1","99.80","99.80"
"CYP19A1","1588","30955","C.lupus","CYP19A1","NM_001008715.1","NP_001008715.1","86.30","88.00"
"CYP19A1","1588","30955","B.taurus","CYP19A1","NM_174305.1","NP_776730.1","84.10","86.40"
"CYP19A1","1588","30955","M.musculus","Cyp19a1","NM_007810.2","NP_031836.1","79.50","81.40"
"CYP19A1","1588","30955","R.norvegicus","Cyp19a1","NM_017085.1","NP_058781.1","77.80","80.70"
"CYP19A1","1588","30955","G.gallus","CYP19A1","NM_001001761.1","NP_001001761.1","72.10","71.80"
"CYP19A1","1588","30955","D.rerio","cyp19a1b","NM_131642.1","NP_571717.1","51.80","59.40"
"CYP19A1","1588","30955","D.rerio","cyp19a1a","NM_131154.2","NP_571229.2","57.00","61.50"
"CYP1A1","1543","68062","H.sapiens","CYP1A1","NM_000499.3","NP_000490.1","0.00","0.00"
"CYP1A1","1543","68062","P.troglodytes","LOC453744","XM_001137654.1","XP_001137654.1","99.80","99.70"
"CYP1A1","1543","68062","B.taurus","CYP1A1","XM_588298.4","XP_588298.2","81.30","85.50"
"CYP1A1","1543","68062","M.musculus","Cyp1a1","NM_009992.3","NP_034122.1","80.60","82.70"
"CYP1A1","1543","68062","R.norvegicus","Cyp1a1","NM_012540.2","NP_036672.2","79.60","82.40"
"CYP1A1","1543","68062","G.gallus","CYP1A1","NM_205146.1","NP_990477.1","62.40","67.10"
"CYP1A1","1543","68062","G.gallus","CYP1A4","NM_205147.1","NP_990478.1","60.80","66.90"
"CYP1A1","1543","68062","D.rerio","cyp1a","NM_131879.1","NP_571954.1","57.90","60.90"
"CYP1A1","1543","68062","A.thaliana","CYP93D1","NM_120772.1","NP_196307.1","28.30","41.30"
"CYP1A1","1543","68062","O.sativa","Os06g0613600","NM_001064607.1","NP_001058072.1","27.80","43.00"
"CYP1A1","1543","68062","O.sativa","Os04g0101400","NM_001058526.1","NP_001051991.1","28.10","43.70"
"CYP1A1","1543","68062","O.sativa","Os06g0102100","NM_001063068.1","NP_001056533.1","32.30","46.10"
"CYP1B1","1545","68035","H.sapiens","CYP1B1","NM_000104.3","NP_000095.2","0.00","0.00"
"CYP1B1","1545","68035","P.troglodytes","LOC459163","XM_001167556.1","XP_001167556.1","98.30","99.30"
"CYP1B1","1545","68035","C.lupus","CYP1B1","XM_540153.2","XP_540153.2","84.00","87.00"
"CYP1B1","1545","68035","B.taurus","CYP1B1","XM_588813.4","XP_588813.1","82.60","85.10"
"CYP1B1","1545","68035","M.musculus","Cyp1b1","NM_009994.1","NP_034124.1","81.00","81.70"
"CYP1B1","1545","68035","R.norvegicus","Cyp1b1","NM_012940.1","NP_037072.1","80.30","82.00"
"CYP1B1","1545","68035","G.gallus","LOC428832","XM_001233594.1","XP_001233595.1","54.00","62.10"
"CYP1B1","1545","68035","D.rerio","cyp1b1","NM_001045256.1","NP_001038721.1","57.00","61.00"
"CYP39A1","51302","9580","H.sapiens","CYP39A1","NM_016593.3","NP_057677.2","0.00","0.00"
"CYP39A1","51302","9580","P.troglodytes","CYP39A1","XM_518518.2","XP_518518.2","99.10","99.60"
"CYP39A1","51302","9580","C.lupus","LOC481825","XM_538946.2","XP_538946.2","85.00","88.90"
"CYP39A1","51302","9580","B.taurus","CYP39A1","NM_001098938.1","NP_001092408.1","79.70","85.60"
"CYP39A1","51302","9580","M.musculus","Cyp39a1","NM_018887.3","NP_061375.1","75.80","80.70"
"CYP39A1","51302","9580","R.norvegicus","Cyp39a1","XM_236983.4","XP_236983.4","76.90","80.70"
"CYP39A1","51302","9580","G.gallus","CYP39A1","XM_420063.2","XP_420063.2","59.20","64.30"
"CYP39A1","51302","9580","D.rerio","si:dkey-69h9.1","NM_001030189.1","NP_001025360.1","49.60","57.30"
"CYP3A7","1551","121493","H.sapiens","CYP3A7","NM_000765.3","NP_000756.2","0.00","0.00"
"CYP3A7","1551","121493","P.troglodytes","CYP3A7","XM_001141411.1","XP_001141411.1","92.20","96.20"
"CYP3A7","1551","121493","M.musculus","Cyp3a13","NM_007819.3","NP_031845.1","72.50","79.60"
"CYP3A7","1551","121493","R.norvegicus","Cyp3a9","NM_147206.1","NP_671739.1","73.00","79.10"
"CYP3A7","1551","121493","G.gallus","CYP3A7","NM_001001751.1","NP_001001751.1","58.70","64.30"
"CYP3A7","1551","121493","D.melanogaster","Cyp9c1","NM_079126.2","NP_523850.1","32.90","45.90"
"CYP3A7","1551","121493","D.melanogaster","Cyp9b1","NM_078921.3","NP_523645.1","33.40","44.80"
"CYP3A7","1551","121493","D.melanogaster","Cyp9h1","NM_136976.1","NP_610820.1","32.20","45.40"
"CYP3A7","1551","121493","D.melanogaster","Cyp9b2","NM_078922.3","NP_523646.1","32.10","45.40"
"CYP3A7","1551","121493","C.elegans","cyp-13A6","NM_063712.2","NP_496113.1","32.20","46.70"
"CYP3A7","1551","121493","C.elegans","cyp-13A10","NM_063684.3","NP_496085.3","28.40","43.80"
"CYP3A7","1551","121493","C.elegans","cyp-13A1","NM_063707.3","NP_496108.1","33.50","47.10"
"CYP3A7","1551","121493","C.elegans","cyp-13A12","NM_067304.2","NP_499705.1","32.40","45.00"
"CYP3A7","1551","121493","C.elegans","cyp-13A2","NM_063708.2","NP_496109.1","32.60","44.50"
"CYP3A7","1551","121493","C.elegans","cyp-13A4","NM_063710.1","NP_496111.1","32.10","47.20"
"CYP3A7","1551","121493","C.elegans","cyp-13A3","NM_063709.1","NP_496110.1","32.20","46.80"
"CYP3A7","1551","121493","C.elegans","cyp-13A5","NM_063711.3","NP_496112.1","31.60","46.50"
"CYP3A7","1551","121493","C.elegans","cyp-13A7","NM_063713.1","NP_496114.1","32.10","46.80"
"CYP3A7","1551","121493","C.elegans","cyp-13A11","NM_067303.1","NP_499704.1","33.80","47.20"
"CYP3A7","1551","121493","C.elegans","cyp-13A8","NM_063714.1","NP_496115.1","35.10","48.90"
"CYP3A7","1551","121493","C.elegans","cyp-13B1","NM_077832.2","NP_510233.1","30.50","44.00"
"CYP3A7","1551","121493","C.elegans","cyp-13B2","NM_077968.2","NP_510369.2","30.00","44.70"
"CYP3A7","1551","121493","N.crassa","NCU09419","XM_953066.1","XP_958159.1","29.70","42.80"
"CYP4X1","260293","75853","H.sapiens","CYP4X1","NM_178033.1","NP_828847.1","0.00","0.00"
"CYP4X1","260293","75853","P.troglodytes","LOC456833","XM_001162991.1","XP_001162991.1","99.40","99.50"
"CYP4X1","260293","75853","C.lupus","CYP4X1","XM_539622.2","XP_539622.2","74.50","84.30"
"CYP4X1","260293","75853","B.taurus","LOC515036","XM_592978.4","XP_592978.4","67.70","79.40"
"CYP4X1","260293","75853","M.musculus","Cyp4x1","NM_001003947.1","NP_001003947.1","71.20","81.10"
"CYP4X1","260293","75853","R.norvegicus","Cyp4x1","NM_145675.1","NP_663708.1","70.00","80.50"
"CYP4X1","260293","75853","A.thaliana","CYP714A1","NM_122400.2","NP_568463.1","30.40","42.90"
"CYP4X1","260293","75853","A.thaliana","CYP714A2","NM_122399.2","NP_197872.1","30.00","44.10"
"Cyr61","3491","1194","H.sapiens","CYR61","NM_001554.4","NP_001545.2","0.00","0.00"
"Cyr61","3491","1194","P.troglodytes","CYR61","XM_513529.2","XP_513529.2","97.30","97.30"
"Cyr61","3491","1194","C.lupus","CYR61","XM_537091.2","XP_537091.2","94.20","90.60"
"Cyr61","3491","1194","B.taurus","CYR61","NM_001034340.1","NP_001029512.1","93.20","92.70"
"Cyr61","3491","1194","M.musculus","Cyr61","NM_010516.1","NP_034646.1","92.80","88.90"
"Cyr61","3491","1194","R.norvegicus","Cyr61","NM_031327.2","NP_112617.2","92.80","88.80"
"Cyr61","3491","1194","G.gallus","CYR61","NM_001031563.1","NP_001026734.1","84.60","78.80"
"Cyr61","3491","1194","D.rerio","zgc:85866","NM_001001826.1","NP_001001826.1","69.00","68.80"
"DAB2IP","153090","13058","H.sapiens","DAB2IP","NM_032552.2","NP_115941.2","0.00","0.00"
"DAB2IP","153090","13058","C.lupus","DAB2IP","XM_548477.2","XP_548477.2","95.30","89.90"
"DAB2IP","153090","13058","B.taurus","DAB2IP","XM_001789245.1","XP_001789297.1","96.90","90.60"
"DAB2IP","153090","13058","M.musculus","Dab2ip","NM_001001602.1","NP_001001602.1","97.50","89.70"
"DAB2IP","153090","13058","R.norvegicus","Dab2ip","NM_138710.1","NP_619724.1","97.40","90.10"
"DAB2IP","153090","13058","G.gallus","DAB2IP","XM_415400.2","XP_415400.2","84.10","78.80"
"DAB2IP","153090","13058","D.rerio","dab2ip","NM_001122857.1","NP_001116329.1","77.20","71.80"
"DACH1","1602","7288","H.sapiens","DACH1","NM_080759.4","NP_542937.2","0.00","0.00"
"DACH1","1602","7288","P.troglodytes","DACH1","XM_522679.2","XP_522679.2","98.90","99.10"
"DACH1","1602","7288","C.lupus","DACH1","XM_542608.2","XP_542608.2","99.50","94.60"
"DACH1","1602","7288","B.taurus","DACH1","XM_617340.4","XP_617340.4","100.00","95.00"
"DACH1","1602","7288","M.musculus","Dach1","NM_007826.2","NP_031852.1","98.00","92.30"
"DACH1","1602","7288","G.gallus","DACH1","XM_417018.2","XP_417018.2","93.60","86.70"
"DACH1","1602","7288","D.rerio","zgc:158869","NM_001080673.1","NP_001074142.1","85.00","74.20"
"DARS","1615","1032","H.sapiens","DARS","NM_001349.2","NP_001340.2","0.00","0.00"
"DARS","1615","1032","P.troglodytes","DARS","XM_515810.2","XP_515810.2","99.60","99.70"
"DARS","1615","1032","C.lupus","DARS","XM_843573.1","XP_848666.1","97.40","93.90"
"DARS","1615","1032","B.taurus","DARS","NM_001035085.1","NP_001030257.1","96.00","93.20"
"DARS","1615","1032","M.musculus","Dars","NM_145507.1","NP_663482.1","96.20","91.90"
"DARS","1615","1032","R.norvegicus","Dars","NM_053799.1","NP_446251.1","95.60","91.00"
"DARS","1615","1032","G.gallus","DARS","NM_001006528.1","NP_001006528.1","89.80","82.20"
"DARS","1615","1032","D.rerio","dars","NM_001077611.1","NP_001071079.1","83.50","75.50"
"DARS","1615","1032","D.melanogaster","Aats-asp","NM_057261.2","NP_476609.1","67.70","62.90"
"DARS","1615","1032","A.gambiae","AgaP_AGAP005576","XM_315584.4","XP_315584.3","68.70","60.10"
"DARS","1615","1032","C.elegans","drs-1","NM_066688.2","NP_499089.1","63.70","61.60"
"DARS","1615","1032","S.pombe","drs1","NM_001023343.1","NP_588352.1","53.80","55.80"
"DARS","1615","1032","S.cerevisiae","DPS1","DPS1_6323011","NP_013083.1","57.80","57.70"
"DARS","1615","1032","K.lactis","KLLA0D03839g","XM_453236.1","XP_453236.1","57.80","58.00"
"DARS","1615","1032","E.gossypii","AGOS_ADL039C","NM_209410.1","NP_984057.1","55.50","55.50"
"DARS","1615","1032","A.thaliana","AT4G26870","NM_118821.5","NP_194417.2","50.60","55.90"
"DARS","1615","1032","A.thaliana","AT4G31180","NM_119268.4","NP_194847.3","53.00","55.80"
"DARS","1615","1032","O.sativa","Os02g0686400","NM_001054305.1","NP_001047770.1","53.30","55.80"
"DARS","1615","1032","P.falciparum","PFA_0145c","XM_001350925.1","XP_001350961.1","49.20","55.90"
"DDR1","780","68212","H.sapiens","DDR1","NM_013993.2","NP_054699.2","0.00","0.00"
"DDR1","780","68212","P.troglodytes","DDR1","XM_001150123.1","XP_001150123.1","100.00","99.70"
"DDR1","780","68212","C.lupus","DDR1","XM_532062.2","XP_532062.2","95.80","91.20"
"DDR1","780","68212","M.musculus","Ddr1","NM_007584.2","NP_031610.1","93.90","87.80"
"DDR1","780","68212","R.norvegicus","Ddr1","NM_013137.1","NP_037269.1","94.10","87.10"
"DDR1","780","68212","D.rerio","ddr1","XM_001345793.4","XP_001345829.3","63.50","64.70"
"DEPDC1","55635","9834","H.sapiens","DEPDC1","NM_001114120.1","NP_001107592.1","0.00","0.00"
"DEPDC1","55635","9834","P.troglodytes","DEPDC1","XM_001165339.1","XP_001165339.1","99.50","99.80"
"DEPDC1","55635","9834","C.lupus","DEPDC1","XM_537116.2","XP_537116.2","87.00","91.30"
"DEPDC1","55635","9834","B.taurus","DEPDC1","XM_001787336.1","XP_001787388.1","85.90","89.30"
"DEPDC1","55635","9834","M.musculus","Depdc1a","NM_029523.2","NP_083799.2","83.00","87.10"
"DEPDC1","55635","9834","R.norvegicus","Depdc1","XM_227798.4","XP_227798.4","82.50","86.80"
"DEPDC1","55635","9834","G.gallus","DEPDC1","NM_001012928.1","NP_001012946.1","72.40","72.70"
"DEPDC1","55635","9834","D.rerio","depdc1a","NM_198872.1","NP_942573.1","51.80","55.40"
"DHX16","8449","2658","H.sapiens","DHX16","NM_003587.4","NP_003578.2","0.00","0.00"
"DHX16","8449","2658","P.troglodytes","DHX16","NM_001042380.1","NP_001035839.1","99.90","99.80"
"DHX16","8449","2658","C.lupus","DHX16","XM_851701.1","XP_856794.1","96.90","91.30"
"DHX16","8449","2658","B.taurus","DHX16","XM_867366.2","XP_872459.1","98.00","91.80"
"DHX16","8449","2658","M.musculus","Dhx16","NM_026987.1","NP_081263.1","96.10","88.10"
"DHX16","8449","2658","R.norvegicus","Dhx16","NM_212496.1","NP_997661.1","96.30","87.90"
"DHX16","8449","2658","D.rerio","dhx16","NM_200024.1","NP_956318.1","74.40","68.20"
"DHX16","8449","2658","D.melanogaster","l(2)37Cb","NM_136102.3","NP_609946.1","66.90","65.70"
"DHX16","8449","2658","A.gambiae","AgaP_AGAP009093","XM_319843.4","XP_319843.4","66.10","63.10"
"DHX16","8449","2658","C.elegans","mog-4","NM_064626.3","NP_497027.1","57.70","57.40"
"DHX16","8449","2658","S.cerevisiae","PRP2","PRP2_6324338","NP_014408.1","50.10","50.60"
"DHX16","8449","2658","K.lactis","KLLA0F06204g","XM_455361.1","XP_455361.1","45.60","49.20"
"DHX16","8449","2658","E.gossypii","AGOS_ADR287C","NM_209736.1","NP_984383.1","51.80","56.50"
"DHX16","8449","2658","M.grisea","GeneID:2683421","XM_367590.1","XP_367590.1","51.30","54.90"
"DHX16","8449","2658","N.crassa","NCU08928","XM_955702.1","XP_960795.1","52.50","54.60"
"DHX16","8449","2658","A.thaliana","ESP3","NM_102984.4","NP_174527.2","56.40","56.60"
"DHX16","8449","2658","A.thaliana","MEE29","NM_129086.3","NP_181077.3","55.00","56.40"
"DHX16","8449","2658","O.sativa","Os08g0335000","NM_001068110.1","NP_001061575.1","56.60","56.00"
"DKK4","27121","8680","H.sapiens","DKK4","NM_014420.2","NP_055235.1","0.00","0.00"
"DKK4","27121","8680","P.troglodytes","DKK4","XM_001144036.1","XP_001144036.1","99.10","99.60"
"DKK4","27121","8680","C.lupus","DKK4","XM_843820.1","XP_848913.1","80.70","84.30"
"DKK4","27121","8680","M.musculus","Dkk4","NM_145592.2","NP_663567.1","76.00","75.70"
"DKK4","27121","8680","R.norvegicus","Dkk4","XM_577537.1","XP_577537.1","76.50","75.10"
"DLX5","1749","3825","H.sapiens","DLX5","NM_005221.5","NP_005212.1","0.00","0.00"
"DLX5","1749","3825","P.troglodytes","DLX5","XM_519218.2","XP_519218.2","100.00","99.80"
"DLX5","1749","3825","C.lupus","DLX5","XM_539430.2","XP_539430.2","97.60","94.90"
"DLX5","1749","3825","B.taurus","DLX5","NM_001075313.1","NP_001068781.1","97.60","94.80"
"DLX5","1749","3825","M.musculus","Dlx5","NM_010056.2","NP_034186.2","96.50","93.00"
"DLX5","1749","3825","R.norvegicus","Dlx5","NM_012943.1","NP_037075.1","95.50","91.80"
"DLX5","1749","3825","G.gallus","DLX5","NM_204159.1","NP_989490.1","86.70","83.80"
"DLX5","1749","3825","D.rerio","dlx5a","NM_131306.1","NP_571381.1","74.40","69.20"
"DLX5","1749","3825","C.elegans","ceh-43","NM_065503.2","NP_497904.1","44.90","44.60"
"DNAJA2","10294","21193","H.sapiens","DNAJA2","NM_005880.3","NP_005871.1","0.00","0.00"
"DNAJA2","10294","21193","P.troglodytes","DNAJA2","XM_528644.2","XP_528644.2","100.00","99.80"
"DNAJA2","10294","21193","B.taurus","DNAJA2","NM_001040491.1","NP_001035581.1","99.50","93.90"
"DNAJA2","10294","21193","M.musculus","Dnaja2","NM_019794.2","NP_062768.1","99.50","92.60"
"DNAJA2","10294","21193","R.norvegicus","Dnaja2","NM_032079.2","NP_114468.2","99.50","92.40"
"DNAJA2","10294","21193","G.gallus","DNAJA2","NM_001005841.1","NP_001005841.1","95.10","86.50"
"DNAJA2","10294","21193","C.elegans","dnj-19","NM_072051.3","NP_504452.1","54.00","56.80"
"DNAJA2","10294","21193","S.pombe","SPBC1734.11","NM_001021336.1","NP_595428.1","51.50","54.50"
"DNAJA2","10294","21193","S.cerevisiae","YDJ1","YDJ1_6324265","NP_014335.1","51.30","56.40"
"DNAJA2","10294","21193","K.lactis","KLLA0F03333g","XM_455231.1","XP_455231.1","51.30","57.10"
"DNAJA2","10294","21193","E.gossypii","AGOS_ADL257C","NM_209192.1","NP_983839.1","51.50","54.10"
"DNAJA2","10294","21193","M.grisea","GeneID:2678160","XM_362017.2","XP_362017.2","53.20","53.10"
"DNAJA2","10294","21193","N.crassa","NCU07414","XM_953322.1","XP_958415.1","48.90","52.40"
"DNAJA2","10294","21193","A.thaliana","ATJ2","NM_122127.2","NP_568412.1","54.30","56.40"
"DNAJA2","10294","21193","A.thaliana","ATJ3","NM_114279.3","NP_189997.1","54.90","57.30"
"DNAJA2","10294","21193","O.sativa","Os03g0648400","NM_001057314.1","NP_001050779.1","53.60","55.20"
"DNAJA2","10294","21193","O.sativa","Os03g0787300","NM_001058032.1","NP_001051497.1","56.70","55.60"
"DNMT1","1786","124344","H.sapiens","DNMT1","NM_001130823.1","NP_001124295.1","0.00","0.00"
"DNMT1","1786","124344","P.troglodytes","DNMT1","XM_001163764.1","XP_001163764.1","99.90","99.40"
"DNMT1","1786","124344","C.lupus","DNMT1","XM_533919.2","XP_533919.2","91.40","87.50"
"DNMT1","1786","124344","B.taurus","DNMT1","NM_182651.1","NP_872592.1","89.20","86.30"
"DNMT1","1786","124344","M.musculus","Dnmt1","NM_010066.3","NP_034196.3","78.80","78.70"
"DNMT1","1786","124344","R.norvegicus","Dnmt1","NM_053354.1","NP_445806.1","79.50","79.10"
"DPP6","1804","22560","H.sapiens","DPP6","NM_130797.2","NP_570629.2","0.00","0.00"
"DPP6","1804","22560","P.troglodytes","DPP6","NM_001034161.1","NP_001029333.1","98.50","98.40"
"DPP6","1804","22560","B.taurus","DPP6","NM_174040.2","NP_776465.1","92.10","87.40"
"DPP6","1804","22560","M.musculus","Dpp6","NM_010075.1","NP_034205.1","92.40","84.80"
"DPP6","1804","22560","R.norvegicus","Dpp6","NM_022850.1","NP_074041.1","93.40","86.40"
"DPP6","1804","22560","G.gallus","DPP6","XM_418545.2","XP_418545.2","82.10","76.70"
"DPP6","1804","22560","D.rerio","dpp6b","NM_001115122.1","NP_001108594.1","60.90","63.30"
"ECM2","1842","1064","H.sapiens","ECM2","NM_001393.2","NP_001384.1","0.00","0.00"
"ECM2","1842","1064","P.troglodytes","ECM2","XM_001148362.1","XP_001148362.1","99.20","99.20"
"ECM2","1842","1064","C.lupus","ECM2","XM_533562.2","XP_533562.2","79.30","83.00"
"ECM2","1842","1064","B.taurus","ECM2","NM_001034597.1","NP_001029769.1","80.60","85.30"
"ECM2","1842","1064","M.musculus","Ecm2","NM_001012324.2","NP_001012324.1","76.20","80.90"
"ECM2","1842","1064","G.gallus","ECM2","XM_414297.2","XP_414297.1","62.50","67.40"
"ECM2","1842","1064","D.rerio","ecm2","XM_681415.2","XP_686507.2","52.10","56.20"
"EDNRB","1910","89","H.sapiens","EDNRB","NM_000115.2","NP_000106.1","0.00","0.00"
"EDNRB","1910","89","P.troglodytes","EDNRB","XM_001141537.1","XP_001141537.1","100.00","99.70"
"EDNRB","1910","89","C.lupus","EDNRB","NM_001010943.1","NP_001010943.1","97.30","94.30"
"EDNRB","1910","89","B.taurus","EDNRB","NM_174309.2","NP_776734.1","89.10","87.40"
"EDNRB","1910","89","M.musculus","Ednrb","NM_007904.3","NP_031930.1","89.10","85.50"
"EDNRB","1910","89","R.norvegicus","Ednrb","NM_017333.1","NP_059029.1","89.10","85.70"
"EDNRB","1910","89","G.gallus","EDNRB","XM_417001.2","XP_417001.2","86.00","77.60"
"EDNRB","1910","89","D.rerio","LOC560081","XM_683473.3","XP_688565.1","67.30","66.80"
"EFEMP1","2202","3028","H.sapiens","EFEMP1","NM_004105.3","NP_004096.2","0.00","0.00"
"EFEMP1","2202","3028","P.troglodytes","LOC741921","XM_001156698.1","XP_001156698.1","100.00","99.90"
"EFEMP1","2202","3028","P.troglodytes","LOC455416","XM_512129.2","XP_512129.2","100.00","99.90"
"EFEMP1","2202","3028","C.lupus","EFEMP1","XM_531834.2","XP_531834.1","96.30","92.40"
"EFEMP1","2202","3028","B.taurus","EFEMP1","NM_001081717.1","NP_001075186.1","94.90","92.20"
"EFEMP1","2202","3028","M.musculus","Efemp1","NM_146015.1","NP_666127.1","95.90","89.00"
"EFEMP1","2202","3028","R.norvegicus","Efemp1","NM_001012039.1","NP_001012039.1","93.30","87.80"
"EFEMP1","2202","3028","G.gallus","EFEMP1","XM_426097.2","XP_426097.2","85.80","78.50"
"EFEMP1","2202","3028","D.rerio","LOC100332567","XM_002664071.1","XP_002664117.1","64.60","62.70"
"EFHA2","286097","15058","H.sapiens","EFHA2","NM_181723.2","NP_859074.1","0.00","0.00"
"EFHA2","286097","15058","P.troglodytes","EFHA2","XM_519613.2","XP_519613.2","99.40","99.50"
"EFHA2","286097","15058","C.lupus","EFHA2","XM_843419.1","XP_848512.1","91.90","90.90"
"EFHA2","286097","15058","B.taurus","EFHA2","XM_616557.3","XP_616557.2","92.80","92.30"
"EFHA2","286097","15058","M.musculus","Efha2","XM_357872.6","XP_357872.6","92.70","90.30"
"EFHA2","286097","15058","R.norvegicus","Efha2","XM_344525.3","XP_344526.3","89.10","87.10"
"EFHA2","286097","15058","G.gallus","EFHA2","XM_420691.2","XP_420691.2","82.90","79.80"
"EFHA2","286097","15058","D.rerio","LOC100333412","XM_002660413.1","XP_002660459.1","63.10","61.50"
"EFHA2","286097","15058","D.melanogaster","CG4662","NM_169877.1","NP_732455.1","51.60","52.00"
"EFHA2","286097","15058","A.gambiae","AgaP_AGAP004179","XM_313067.4","XP_313067.4","51.30","53.50"
"EFHA2","286097","15058","C.elegans","C56A3.6","NM_073955.5","NP_506356.3","35.80","48.50"
"EFNB2","1948","3019","H.sapiens","EFNB2","NM_004093.2","NP_004084.1","0.00","0.00"
"EFNB2","1948","3019","P.troglodytes","EFNB2","XM_001134800.1","XP_001134800.1","100.00","99.70"
"EFNB2","1948","3019","C.lupus","EFNB2","XM_849457.1","XP_854550.1","96.10","93.10"
"EFNB2","1948","3019","B.taurus","EFNB2","XM_001787920.1","XP_001787972.1","96.00","93.60"
